,chromosome,start,end
SMARCAL1,chr2,217277137,217347776
RNU6-245P,chrX,67759285,67759391
CRBN,chr3,3190676,3221394
BTN1A1,chr6,26501449,26510650
RPL31P63,chrX,67819926,67820315
RN7SKP190,chr16,82226110,82226395
RNU6-783P,chr11,23871324,23871428
KRT18P51,chr4,145493390,145494135
ATP5SL,chr19,41937223,41946622
CD248,chr11,66081958,66084515
LRRC28,chr15,99791567,99930934
COX6CP12,chrX,67865168,67865369
CCT6P1,chr7,65216129,65228341
HHIP-AS1,chr4,145564074,145582509
RAB9AP4,chrY,20811557,20812165
RBBP5,chr1,205055270,205091143
ACTR3P2,chrX,67991165,67992421
NF1P4,chr14,19485970,19495426
NFIB,chr9,14081842,14398982
ART5,chr11,3659733,3663546
CNN2P11,chr2,95391419,95391680
RN7SKP232,chr5,151083850,151084139
GUSBP8,chr5,98868332,98870315
TRAPPC2P7,chrY,20817406,20818076
RNU6-561P,chr2,79863988,79864089
HSPD1P5,chr4,145766777,145768496
RPL7P24,chr5,79796151,79797219
MIR4304,chr12,123495214,123495275
UPF1,chr19,18942747,18979045
PSCA,chr8,143751726,143764142
CYB561,chr17,61509665,61523739
PGRMC2,chr4,129190397,129209984
PLD3,chr19,40854363,40886346
MIR4264,chr2,79876420,79876485
OFD1P6Y,chrY,20835919,20901083
MED15P1,chr14,19498565,19502394
SMIM5,chr17,73629514,73637484
RIN1,chr11,66097713,66104311
RNU2-33P,chr14,96850961,96851152
RN7SKP235,chr4,145956284,145956588
DBIP2,chr5,79899202,79899463
RAD17,chr5,68665120,68710628
PEBP1P1,chr14,96890037,96890546
TMTC1,chr12,29653773,29937692
RPS23P4,chr4,146190962,146191710
HMGB1,chr13,31032884,31191734
RPL23AP10,chr14,96922913,96923378
RNU6-1083P,chr12,58199937,58200043
RTN3P1,chr4,146296695,146297405
SMARCE1P1,chr11,107274130,107275315
NMNAT1P4,chr4,146377157,146377996
NEAT1,chr11,65190245,65213011
SMAD1-AS2,chr4,146418225,146424123
VWA9,chr15,65871091,65903627
ESR1,chr6,151977826,152450754
SNORA22,chr7,65220513,65220646
VN1R90P,chr19,23471422,23472147
GOLGA8T,chr15,30427352,30437770
SMAD1-AS1,chr4,146435767,146438270
MIR26A2,chr12,58218392,58218475
RN7SL133P,chr12,123500727,123500976
ACSM4,chr12,7456880,7481320
VN1R91P,chr19,23473651,23473819
SIGLEC20P,chr19,51688161,51694065
RNA5SP198,chr5,151255127,151255253
ATM,chr11,108093211,108239829
ATPAF1,chr1,47098409,47139539
ZC2HC1B,chr6,144185573,144259483
LY6K,chr8,143781529,143786545
MALAT1,chr11,65265233,65273940
CYP26C1,chr10,94821021,94828454
RNU6-912P,chr7,65279659,65279762
RN7SL134P,chr16,82878060,82878358
SNRPGP19,chr11,65281874,65282394
SSSCA1-AS1,chr11,65337131,65337744
SIGLEC21P,chr19,51702111,51704705
POLI,chr18,51795774,51847636
RPS2P39,chr11,108561016,108561683
LINC01095,chr4,147030607,147043065
MIR4690,chr11,65403781,65403840
SMCR8,chr17,18218624,18226517
PRODH,chr22,18900294,18924066
MIR4489,chr11,65416663,65416724
RANBP9,chr6,13621730,13711796
CCL3L3,chr17,34522268,34524157
MIR3182,chr16,83541951,83542013
SIGLEC22P,chr19,51714336,51715344
RN7SL309P,chr11,65463006,65463306
GUCY2D,chr17,7905912,7923657
KRT8P26,chr11,65494410,65495685
SERBP1P1,chrX,68003315,68004909
VN1R92P,chr19,23627064,23627991
GPM6BP2,chrY,20903729,20903872
HMGN4,chr6,26538633,26546482
ZNF725P,chr19,23675230,23695458
CYCSP29,chr11,108693060,108693377
USP9YP2,chrY,20938165,20941313
PPDPF,chr20,62152077,62153559
HMGN1P35,chrX,68393967,68394560
ART1,chr11,3666358,3685646
SCMH1,chr1,41492872,41707826
LINC00269,chrX,68399400,68429767
FAM138B,chr2,114334959,114336429
HSCB,chr22,29138019,29153503
CYCSP43,chrX,68705186,68705495
CTNND2,chr5,10971952,11904155
OFD1,chrX,13752832,13787480
CKMT2-AS1,chr5,80499903,80597379
HOXA-AS3,chr7,27169596,27195542
MTRNR2L8,chr11,10529434,10530723
TCEB1P14,chrY,20949636,20949966
RNU6-654P,chr11,108876244,108876350
RNU1-44P,chr4,147501200,147501362
RN7SL359P,chr2,233514559,233514845
RNA5SP375,chr12,123767463,123767581
RNA5SP349,chr11,108991605,108991713
SPN,chr16,29674300,29682187
RPS27P29,chr19,23780143,23780394
PRYP6,chrY,20952595,20952937
CNOT7P1,chrX,69157016,69157867
RNF141,chr11,10533225,10562777
VN1R93P,chr19,23785369,23785908
RNU6-107P,chr2,233647375,233647476
OVOL1-AS1,chr11,65556522,65558339
PGGT1BP2,chr10,81651904,81652931
MIR676,chrX,69242707,69242773
IGKV1OR2-108,chr2,114163973,114164486
NFE2,chr12,54685895,54694905
CHRFAM7A,chr15,30653443,30686052
RN7SL32P,chr2,234113845,234114121
MIR548G,chr4,148265781,148265869
SCARNA5,chr2,234184373,234184648
MBL1P,chr10,81664654,81710092
SCARNA6,chr2,234197322,234197586
UPRT,chrX,74493920,74524435
ACPL2,chr3,140947568,141013748
CYP26A1,chr10,94833232,94837647
XKRYP2,chrY,20973224,20973715
METTL8,chr2,172173919,172291312
GTF2F2P1,chr4,148427243,148427917
NIFKP6,chr19,51900009,51906780
MTND4P31,chrX,69344822,69348921
RNU6-973P,chr7,65324647,65324753
PSG2,chr19,43568363,43587197
TFAMP2,chr11,109777730,109778467
USP9YP10,chrY,20987993,20991373
QPRT,chr16,29674600,29710020
RNA5SP165,chr4,148666454,148666568
UGT1A12P,chr2,234494085,234494937
MIR1302-3,chr2,114340536,114340673
RNA5SP99,chr2,81723338,81723451
MIR4799,chr4,148703746,148703819
RNU6-1104P,chr7,100913219,100913322
GSKIP,chr14,96829814,96853625
RN7SL254P,chr4,148730077,148730358
AZGP1P2,chr7,100930763,100933052
RN7SL201P,chr2,82194203,82194496
UGT1A11P,chr2,234512199,234513047
UBXN2A,chr2,24150155,24227779
RNU6-313P,chr7,65809291,65809401
GLYATL1,chr11,58672871,58811000
TSSK5P1,chr8,145196117,145198567
RNA5SP166,chr4,149479099,149479200
ZNRF2P3,chr10,81741595,81741968
LINC00174,chr7,65841031,65866325
CD163L1,chr12,7499281,7632493
RNU6-685P,chr2,82495736,82495830
PTK6,chr20,62159778,62168723
WASH2P,chr2,114341664,114356655
UGT1A13P,chr2,234556572,234557672
LINC01007,chr7,101206059,101212286
SIGLEC26P,chr19,51971614,51971890
ATP5LP4,chr4,149624678,149624984
CNN2P8,chr2,95403082,95403994
LINC00999,chr10,38717074,38736820
ETNPPL,chr4,109663196,109684210
STARD3,chr17,37793318,37819737
SIGLEC27P,chr19,52011827,52012567
TSPO2,chr6,41010293,41012076
SCOCP1,chr14,60625694,60626042
RNU1-84P,chr11,66160920,66161083
RAF1,chr3,12625100,12705725
RPL17P11,chr2,234630168,234630711
RNU7-197P,chr4,149912724,149912785
SHFM1P1,chr5,81188309,81188540
C1orf54,chr1,150240600,150253327
ZNF16,chr8,146155744,146176274
MTND4P25,chr2,83042108,83042640
C16orf54,chr16,29753784,29757327
MTND5P27,chr2,83042933,83044652
SMIM6,chr17,73642323,73644057
CYP4F32P,chr2,95425004,95426024
ATG10-IT1,chr5,81287814,81288300
GHSR,chr3,172162923,172166246
DNAJB3,chr2,234651396,234652661
SLC1A5,chr19,47278140,47291851
PPIAP11,chr5,81305421,81305913
CCDC117,chr22,29168662,29185283
MTND6P7,chr2,83044662,83045185
TRGJ1,chr7,38309092,38309141
EIF2B3,chr1,45316450,45452282
ATG10-AS1,chr5,81368874,81369521
TRGJP,chr7,38313188,38313248
ABT1,chr6,26597180,26600278
FOXP3,chrX,49106897,49121288
TRGJP1,chr7,38315860,38315919
C5orf63,chr5,126378250,126409184
CHRNA10,chr11,3686817,3692614
CCL4L1,chr17,34538310,34540280
RNU6-840P,chr17,33420928,33420992
TRGV11,chr7,38331217,38331679
RN7SL378P,chr5,81374246,81374541
SIGLEC28P,chr19,52063375,52063843
KDM4A,chr1,44115829,44171186
CHCHD2P7,chr4,88707072,88707523
HOXA10-AS,chr7,27208238,27211534
UGT1A2P,chr2,234655860,234656725
BNIP3,chr10,133781578,133795435
ZG16,chr16,29789561,29793096
TRGV10,chr7,38339412,38339923
BRMS1,chr11,66104804,66112596
NUDT22,chr11,63993413,63998158
HSP90AB3P,chr4,88812995,88815167
SIGLEC29P,chr19,52067050,52068163
EEF1A1P20,chr5,99332251,99333636
DSTYK,chr1,205111632,205180727
STARD6,chr18,51850728,51884334
TRGV9,chr7,38356618,38358462
RNU1-36P,chr4,88921389,88921553
SHMT1,chr17,18231187,18266856
VENTXP4,chr3,26388172,26389129
LSP1,chr11,1874200,1913497
MIR196B,chr7,27209099,27209183
RNU6-818P,chr4,89122855,89122962
RNU6ATAC31P,chr4,89127579,89127704
TRGV8,chr7,38369944,38370536
HOXA11-AS,chr7,27224137,27228912
RNU6-1298P,chr4,89147881,89147981
ALOX15B,chr17,7942335,7952452
RNU6-112P,chr4,89196357,89196460
TRGV5,chr7,38388956,38389623
FAM126B,chr2,201838441,201936394
EFCAB14,chr1,47124366,47184824
RNA5SP167,chr4,150828712,150828827
PFDN6,chr6,33257079,33266178
TRGV4,chr7,38393316,38394118
RNU6-1230P,chr4,150855528,150855635
RPL5P16,chr5,82073616,82074405
B3GNT2,chr2,62423248,62451866
RSU1P1,chr10,43221305,43232607
RNU7-194P,chr4,151130858,151130920
RPL37P10,chr2,83822080,83822367
TRGV3,chr7,38398113,38398763
PPP2R5B,chr11,64685025,64701945
TNFSF10,chr3,172223298,172241297
RN7SKP244,chr4,89504817,89505123
SFXN5,chr2,73169165,73302747
TP53RK,chr20,45313004,45318418
RPL12P38,chr17,58511039,58513357
RNU6-33P,chr4,89605999,89606105
TRGV2,chr7,38402465,38403119
FAM13A-AS1,chr4,89630940,89651254
RNA5SP432,chr16,84073523,84073638
TRGV1,chr7,38407187,38407770
DUXAP3,chr10,43242992,43244135
MINOS1P3,chr3,27256307,27256509
JAKMIP3,chr10,133918175,133998313
ZBTB8OSP1,chr4,151642133,151642630
SNX18P14,chr2,95452433,95453006
CTRL,chr16,67961543,67966317
ABCC6P2,chr16,14914649,14918563
MIR939,chr8,145619364,145619445
RNU6-885P,chr10,43327895,43327998
FAM111B,chr11,58874658,58894883
MTND5P10,chr5,99382681,99384489
RNA5SP168,chr4,151891823,151891934
MIR1234,chr8,145625476,145625559
CYFIP2,chr5,156693089,156822606
AK4P6,chr4,151948242,151948769
CBWD2,chr2,114195268,114253766
MIR3179-1,chr16,14995356,14996031
AK1,chr9,130628759,130640022
SNORD73A,chr4,152024979,152025043
MIR5100,chr10,43493011,43493129
C18orf54,chr18,51884287,51911588
RNU6-907P,chr4,90052003,90052104
MIR3670-1,chr16,15001574,15001638
LIFR,chr5,38475065,38608456
MIR3180-1,chr16,15003744,15005202
EZR,chr6,159186773,159240444
SUMF1,chr3,3742498,4508965
EDAR,chr2,109510927,109605828
RNA5SP272,chr8,89408666,89408776
RPL36AP40,chr11,25610021,25610389
RNU6-1282P,chr4,152221670,152221765
PCCB,chr3,135969148,136056738
ZNF92P3,chr19,24118022,24118975
USPL1,chr13,31191830,31233686
RN7SKP35,chr4,152497918,152498068
RNA5-8SP4,chr19,24187160,24187309
ANKRD20A8P,chr2,95476791,95523027
PSG5,chr19,43670408,43690688
CHST15,chr10,125767184,125853206
HK1,chr10,71029740,71161638
KRT8P4,chr8,90424850,90427300
FRMPD2,chr10,49364601,49482941
HAVCR1P1,chr19,24345172,24346227
SLC2A10,chr20,45338126,45364965
KIF22,chr16,29802040,29816706
PLEKHA2,chr8,38758753,38831428
RN7SKP248,chr4,91291274,91291578
AMPH,chr7,38423305,38671167
TMSB4XP8,chr4,91759652,91760263
LINC00662,chr19,28175488,28284848
XBP1,chr22,29190543,29196585
OSBPL1A,chr18,21742008,21977844
RNA5SP169,chr4,152892649,152892765
RNU6-96P,chr7,65860178,65860273
GLRB,chr4,157997209,158093242
TMEM80,chr11,695428,705028
KRT19P6,chr4,92806197,92806405
RPL9P33,chr19,52124389,52124954
MIR4285,chr7,101936369,101936453
FAM111A,chr11,58910221,58922512
RPL7P51,chr19,52152115,52152863
TEX38,chr1,47134527,47139266
JADE1,chr4,129730779,129796379
VEPH1,chr3,156977531,157251408
DYNAP,chr18,52254988,52266724
GNAT1,chr3,50229045,50233949
SPACA6P-AS,chr19,52188616,52196709
RNU4-39P,chr11,66382435,66382561
RGL2,chr6,33259431,33267101
MIR99B,chr19,52195865,52195934
NDUFB2,chr7,140390577,140422590
THEM6,chr8,143808621,143818345
MEGF10,chr5,126626523,126801429
MIRLET7E,chr19,52196039,52196117
APOBEC2,chr6,41021043,41032250
RN7SL12P,chr11,66480192,66480480
BDNF-AS,chr11,27528385,27719721
MIR125A,chr19,52196507,52196592
ATXN7,chr3,63850233,63989138
RN7SL446P,chr4,153185301,153185597
SPDYE6,chr7,101986192,101996889
FTLP6,chr11,66538717,66539138
RNU7-23P,chr11,66687233,66687294
MIR3163,chr11,66701905,66701977
DNAJC4,chr11,63997750,64001758
RAB27B,chr18,52385091,52562747
SPACA6P,chr19,52196593,52215640
MIR3140,chr4,153410479,153410568
ZDHHC21,chr9,14611069,14693469
RN7SKP239,chr11,67129885,67130179
MIR4453,chr4,153457416,153460415
COX6B1P6,chr8,90835776,90836030
RNU6-1238P,chr11,67162681,67162782
LYVE1,chr11,10578513,10633236
ARHGAP21,chr10,24872538,25012597
PSMB10,chr16,67968405,67970990
RNU6-925P,chr8,90912949,90913052
SRMS,chr20,62172163,62178857
RNU6-623P,chr17,58739694,58739798
GPR126,chr6,142622991,142767403
LINC00534,chr8,91233716,91581546
RN7SL606P,chr17,58773674,58773964
RNU6-726P,chr3,130811665,130811771
RNU2-64P,chr3,73160143,73160333
CCDC75P1,chr3,73231652,73232442
RN7SL59P,chr11,67309206,67309475
RNU6-1270P,chr3,73290940,73291047
GPR113,chr2,26531041,26569685
B3GNT1,chr11,66112843,66115163
NOS3,chr7,150688083,150711676
SLC23A2,chr20,4833002,4990939
KRT18P61,chr17,58887526,58888823
RNU7-119P,chr3,73643091,73643153
C1DP3,chr10,81784493,81784918
NFYA,chr6,41040684,41067715
RNA5SP273,chr8,91523356,91523468
PDZRN3-AS1,chr3,73670864,73675149
RNA5SP339,chr11,27543152,27543273
DOC2GP,chr11,67380124,67383728
HMGN1P28,chr17,58928743,58929106
LINC01030,chr8,91605032,91618293
ALOX5AP,chr13,31309645,31338556
RN7SL448P,chr17,58977252,58977544
MIR548O,chr7,102046189,102046302
EYA2,chr20,45523263,45817492
HMGB3P22,chr5,179106033,179121782
LINC00678,chr11,27639173,27656174
ZCCHC24,chr10,81142081,81205383
FAM174A,chr5,99871009,99922445
MIR1972-1,chr16,15104178,15104254
MIR1229,chr5,179225278,179225346
CBX3P1,chr11,27827990,27828543
RN7SKP150,chr5,179272832,179273152
PPP1R3F,chrX,49126306,49157929
MSL3P1,chr2,234774083,234777090
RNU6-617P,chr2,132360363,132360469
SOX4,chr6,21593972,21598847
RFX7,chr15,56379478,56535483
LINC01087,chr2,132394598,132407188
FOXO6,chr1,41827594,41849262
RPS15AP18,chr5,179360805,179361196
AKR1B1P2,chr3,74185110,74186043
GRAMD4P8,chr2,132404277,132405945
CER1,chr9,14719722,14722715
MTND1P19,chr4,93623496,93623810
TMCC2,chr1,205197304,205242471
GPM6B,chrX,13789150,13956757
NPIPP1,chr16,15198178,15225458
NCEH1,chr3,172348039,172429008
NUP43,chr6,150045451,150070801
NIPA2P2,chr3,75133306,75134388
RN7SL294P,chr3,75231907,75232199
MIR340,chr5,179442303,179442397
DTX4,chr11,58938903,58976060
GPHA2,chr11,64701943,64703360
MEDAG,chr13,31480328,31499709
ATF2,chr2,175936978,176033110
HNRNPA3P6,chr3,75263782,75264787
RNA5SP164,chr4,94741322,94741431
MYLKP1,chr3,75377700,75388222
AK7,chr14,96858448,96955764
PSMA3P,chr14,60646100,60646734
HSPE1P9,chr2,235363801,235364427
EDN2,chr1,41944446,41950344
CYP4B1,chr1,47223510,47285085
HMGB3P15,chr4,95117091,95117664
OR7E66P,chr3,75396984,75397938
SLC29A2,chr11,66129992,66139685
CDH9,chr5,26880709,27121257
OR7E22P,chr3,75405667,75406654
RN7SL395P,chr8,146010683,146010971
HNRNPA1P60,chr11,110658749,110659735
OR7E55P,chr3,75419599,75420493
C1orf51,chr1,150254953,150259505
RN7SL701P,chr2,132632204,132632480
RPL30P6,chr4,96566103,96566444
RNU6-1059P,chr4,96789818,96789915
AGAP1-IT1,chr2,236414395,236416210
TEX26,chr13,31506840,31549639
RNU6-34P,chr4,97073448,97073554
RNU6-525P,chr5,179871509,179871612
ZNRF3,chr22,29279580,29453475
C1DP2,chr10,81791600,81792149
GPR125,chr4,22346694,22517677
C11orf85,chr11,64704989,64739557
SP6,chr17,45922279,45933240
TMSB10P1,chr2,236791006,236791137
STYXL1,chr7,75625656,75677322
IGBP1-AS2,chrX,69368432,69369504
RNU7-127P,chr2,236945894,236945955
C1DP4,chr10,81800377,81800800
ARAP3,chr5,141032968,141061788
RN7SL204P,chr2,236980939,236981196
IGBP1-AS1,chrX,69383692,69385056
ZNF385B,chr2,180306709,180726232
RN7SL581P,chrX,69441858,69442164
TMEM254-AS1,chr10,81806616,81838668
RNA5SP507,chrX,69472892,69473012
LCAT,chr16,67973653,67978034
RNA5SP350,chr11,110910822,110910932
DNAJC13,chr3,132136370,132257876
RNU1-31P,chr2,237119016,237119191
RNY4P23,chrX,69616129,69616225
TMEM87A,chr15,42502730,42565861
MIR610,chr11,28078362,28078457
RNU4-81P,chrX,69670729,69670872
RPS17P15,chr11,110976271,110976619
FAM171B,chr2,187558698,187630685
RN7SKP158,chr11,28282741,28283066
DLG3-AS1,chrX,69672808,69675844
C6orf99,chr6,159290971,159331385
LSP1P2,chr3,75444339,75444471
OR2AE1,chr7,99473610,99474680
MIR4491,chr11,111218482,111218549
RPL22P18,chr10,81885697,81886073
TEX9,chr15,56536207,56738195
NUAK2,chr1,205271187,205290883
OR2AI1P,chr5,180119832,180120763
RNU2-60P,chr11,111253817,111253944
PLAGL1,chr6,144261437,144385735
SLC25A1P5,chr19,28296331,28297113
LINC00857,chr10,81967466,81979413
SP2,chr17,45973516,46006323
RPS12P2,chr10,81975607,81975875
RNU1-17P,chr5,180156586,180156737
MIR34B,chr11,111383663,111383746
MIR34C,chr11,111384164,111384240
CNBD1,chr8,87878670,88627447
OR2BH1P,chr11,29008182,29009045
ZNF33B,chr10,43084555,43133992
RPS23P8,chrX,70182814,70183143
RPL3P5,chr2,237316489,237317720
RNU6-1132P,chr2,132909816,132909922
MIR5090,chr7,102106189,102106273
RN7SKP65,chr12,58371748,58372060
MSR1,chr8,15965387,16424999
RN7SKP273,chr11,111553835,111554148
MIR4467,chr7,102111916,102111978
EIF5AP4,chr10,82006975,82007439
LINC00847,chr5,180257957,180262726
ST6GALNAC6,chr9,130647600,130667687
LRRN1,chr3,3841121,3889387
RNU1-56P,chrX,70240125,70240288
RPL21P103,chr12,58638161,58638648
SOCS5P4,chrX,70263064,70265320
RNU6-1051P,chr2,237923847,237923948
PSMD6,chr3,63996225,64009658
FREM1,chr9,14734664,14910993
ALG9-IT1,chr11,111687938,111699936
TALDO1,chr11,747329,765024
GNG5P3,chr11,111734977,111735183
RNA5-8SP5,chr2,133010727,133010878
RPL37AP8,chr11,111759923,111760198
MIR663B,chr2,133014539,133014653
RNA5SP351,chr11,111799124,111799232
CDC27P1,chr2,133019901,133020615
THAP5,chr7,108194987,108210194
RNU4-54P,chr12,28472268,28472396
RNA5SP355,chr12,28658327,28658461
PPIHP1,chr11,111900582,111901091
RNU6-893P,chr11,111903223,111903322
EIF5AL1,chr10,81272357,81276188
SKP1P1,chr7,65888392,65888880
RGPD8,chr2,113127669,113192065
ALG1L6P,chr3,75464221,75471294
BMS1,chr10,43278249,43330385
ZNF806,chr2,133066882,133076309
C8orf33,chr8,146277764,146281416
PPP1R12C,chr19,55602281,55628927
C22orf31,chr22,29454660,29457832
LUZP1,chr1,23410516,23504301
SAP30BP,chr17,73663196,73704142
CCK,chr3,42299317,42307699
VEGFB,chr11,64002010,64006259
RARRES2P5,chr16,34455954,34456419
RSPH3,chr6,159393903,159421219
MRPS36P4,chr11,112079324,112079621
RPS29P12,chr5,180372756,180372907
RHOT2,chr16,718086,724174
HCCAT3,chr19,52452387,52484620
RPS12P21,chr11,112089049,112089443
FAM201B,chr2,133110240,133112412
KLHL33,chr14,20896970,20903801
HIVEP3,chr1,41972036,42501596
FGFR3P5,chr16,34466783,34470355
RPS6P16,chr11,112106094,112106748
CERS1,chr19,18979361,19007536
SFTPA2,chr10,81315608,81320153
RNU6-175P,chr2,133164325,133164431
ST13P10,chr11,112138013,112139094
SETMAR,chr3,4344988,4359251
YBX1P7,chr2,133246127,133246661
NPAS4,chr11,66188475,66194178
EPB41L4A,chr5,111478138,111755013
RARRES2P6,chr16,34489563,34490004
RN7SKP103,chr2,133281190,133281509
KREMEN1,chr22,29469066,29564321
MNS1,chr15,56713742,56757335
ATP1B4,chrX,119495967,119516226
HSPH1,chr13,31710762,31736525
RN7SL177P,chr5,153134942,153135238
RNU6-1036P,chr5,180434281,180434384
VAX2,chr2,71127720,71160576
SERPINI2,chr3,167159577,167196792
BATF2,chr11,64755415,64764517
RNU6-44P,chr11,112223279,112223385
GEMIN8,chrX,14026398,14048012
HTR1D,chr1,23516993,23521222
FOXO1B,chr5,180526140,180527666
C20orf195,chr20,62184373,62188061
MFSD2B,chr2,24232951,24286191
KLHDC8A,chr1,205305220,205326218
RARRES2P9,chr16,34578462,34578930
MAPKAPK5,chr12,112279782,112334343
SAP30L-AS1,chr5,153708997,153825410
MRVI1,chr11,10594638,10715535
RPL23AP62,chr11,112332191,112332643
RNU6ATAC11P,chr10,43837234,43837358
LYZL4,chr3,42438570,42452092
HNRNPA3P7,chr5,153717031,153718012
AMZ2,chr17,66243715,66253297
COPZ1,chr12,54694986,54745633
RNU7-193P,chr10,43953513,43953577
MIR1294,chr5,153726666,153726807
OSGEP,chr14,20914570,20923264
AGGF1P4,chr16,34623574,34624374
RNU6-1196P,chr4,154186814,154186907
RN7SL655P,chr5,153728988,153729283
CAP1P2,chr10,44100291,44101699
ANXA2P1,chr4,154228944,154229869
ELAVL1,chr19,8023463,8070543
PHOSPHO1,chr17,47300724,47308128
TMEM230,chr20,5080486,5093749
ZNF32-AS3,chr10,44124265,44170151
RN7SL419P,chr4,154302879,154303167
RARRES2P7,chr16,34648650,34649118
NPM1P12,chr7,149031115,149031948
RPL37P23,chr19,52646296,52646589
SNX17,chr2,27593389,27599995
TRIM4,chr7,99474581,99517223
MRPS21,chr1,150266289,150281414
NUP98,chr11,3692313,3819022
CIR1P1,chr5,153938868,153940000
RPS6P22,chr12,59413950,59414675
SOX2,chr3,181429714,181432221
MIR3141,chr5,153975572,153975632
ZNF32-AS1,chr10,44139320,44140495
LBX2,chr2,74724644,74730443
MIR1303,chr5,154065336,154065421
RNU6-279P,chr12,59762832,59762932
OAT,chr10,126085872,126107545
ZNF32-AS2,chr10,44141390,44143467
RN7SL439P,chr5,154083077,154083344
MIR643,chr19,52785050,52785146
RNU6-1140P,chr2,238471808,238471913
MIR378H,chr5,154209018,154209100
CACNB4,chr2,152689290,152955593
RNU6-1333P,chr2,238937612,238937704
UQCRHP3,chr10,44227782,44228032
RNU6-1285P,chr4,155465085,155465189
FKBP2,chr11,64008475,64011604
DCAF4L2,chr8,88882973,88886296
GLRA2,chrX,14547420,14749934
C19orf69,chr19,41949063,41950670
HOTTIP,chr7,27238194,27246878
RNU6-579P,chr2,134091401,134091502
RN7SKP154,chr2,134148681,134148970
NCKAP5-IT1,chr2,134189237,134191468
CDH6,chr5,31193857,31329253
HECTD3,chr1,45468212,45477001
ARL2,chr11,64781585,64789656
MRPL11,chr11,66202546,66234209
RNU6-234P,chr2,239321283,239321386
RNA5SP199,chr5,155272447,155272538
HELZ2,chr20,62189439,62205592
RN7SKP93,chr2,134353662,134353970
LINC01107,chr2,239419331,239463695
PKD1P6,chr16,15219099,15248421
MIR3679,chr2,134884696,134884763
RNU2-66P,chr4,155708270,155708430
DGCR2,chr22,19023795,19109967
RNU2-44P,chr4,155711443,155711636
RNU6-556P,chr5,156241141,156241245
PCGF1,chr2,74732170,74735707
RNA5SP104,chr2,134988766,134988883
CEACAM21,chr19,42055886,42093197
MIR4638,chr5,180649566,180649633
PPP1R2P3,chr5,156277549,156279539
NUDT16P1,chr3,131080742,131083966
GRAMD1C,chr3,113547029,113666021
EVX1-AS,chr7,27281048,27286848
HNRNPR,chr1,23630264,23670829
MMP16,chr8,89044237,89340254
SNORD96A,chr5,180668814,180668892
RPL35P4,chr7,27308976,27309297
HNRNPRP2,chr11,29690433,29691175
CCL25,chr19,8117651,8127534
DDX11L2,chr2,114356606,114359144
CCNT2-AS1,chr2,135493034,135676280
RN7SL240P,chr11,29742946,29743238
RPL7AP58,chr11,29747311,29748112
MTATP6P2,chr5,99387624,99388301
SNORD95,chr5,180670312,180670379
EMID1,chr22,29601840,29655586
HNRNPA1P73,chr7,27368226,27369153
MIR3908,chr12,124020956,124021081
GAGE10,chrX,49160148,49176323
RNU6-342P,chr3,27307071,27307174
USP9YP28,chrY,20994888,21001199
